discover question id,question name,creator id,question starts at,question ends at,question description,question status,question published at,question resolved at,question correctness known at,use ordinal scoring,question created at,question tags,question challenges,discover answer id,answer name,answer initial probability,answer sort order,answer resolved at,answer resolved by user id,answer resolved probability,answer correctness known at,answer created at,clarification 1,clarification 2,clarification 3,IFP Generation Method,Country - Primary,Country - Secondary,Topic,Region,Non-state violence (Terrorism),Domain,Created By,Deaths,RCT,Controversial,Departure from Status Quo Resolution (Binary Only)
76,How many influenza positive viruses will FluNet record for Costa Rica between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:15Z,2017-12-04T04:59:15Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:25:40Z,2017-12-27T14:24:12Z,TRUE,2017-11-07T23:25:41Z,[],[],222,More than 28,0.2,4,2017-12-27T14:25:40Z,1048,0,2017-12-27T14:24:12Z,2017-11-07T23:25:41Z,,,,Data-Driven (R Script),Costa Rica,N/A - Not Country-specific,Flu case counts,,,,,,,,
77,How many influenza positive viruses will FluNet record for Egypt between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:51Z,2017-12-04T04:59:51Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:08Z,2017-12-27T14:26:20Z,TRUE,2017-11-07T23:31:24Z,[],[],223,Less than 6,0.2,0,2017-12-27T14:27:08Z,1048,1,2017-12-27T14:26:20Z,2017-11-07T23:31:24Z,,,,Data-Driven (R Script),Egypt,N/A - Not Country-specific,Flu case counts,,,,,,,,
77,How many influenza positive viruses will FluNet record for Egypt between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:51Z,2017-12-04T04:59:51Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:08Z,2017-12-27T14:26:20Z,TRUE,2017-11-07T23:31:24Z,[],[],224,"Between 6 and 17, inclusive",0.2,1,2017-12-27T14:27:08Z,1048,0,2017-12-27T14:26:20Z,2017-11-07T23:31:24Z,,,,Data-Driven (R Script),Egypt,N/A - Not Country-specific,Flu case counts,,,,,,,,
77,How many influenza positive viruses will FluNet record for Egypt between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:51Z,2017-12-04T04:59:51Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:08Z,2017-12-27T14:26:20Z,TRUE,2017-11-07T23:31:24Z,[],[],225,More than 17 but less than 42,0.2,2,2017-12-27T14:27:08Z,1048,0,2017-12-27T14:26:20Z,2017-11-07T23:31:24Z,,,,Data-Driven (R Script),Egypt,N/A - Not Country-specific,Flu case counts,,,,,,,,
77,How many influenza positive viruses will FluNet record for Egypt between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:51Z,2017-12-04T04:59:51Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:08Z,2017-12-27T14:26:20Z,TRUE,2017-11-07T23:31:24Z,[],[],226,"Between 42 and 117, inclusive",0.2,3,2017-12-27T14:27:08Z,1048,0,2017-12-27T14:26:20Z,2017-11-07T23:31:24Z,,,,Data-Driven (R Script),Egypt,N/A - Not Country-specific,Flu case counts,,,,,,,,
77,How many influenza positive viruses will FluNet record for Egypt between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:51Z,2017-12-04T04:59:51Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:08Z,2017-12-27T14:26:20Z,TRUE,2017-11-07T23:31:24Z,[],[],227,More than 117,0.2,4,2017-12-27T14:27:08Z,1048,0,2017-12-27T14:26:20Z,2017-11-07T23:31:24Z,,,,Data-Driven (R Script),Egypt,N/A - Not Country-specific,Flu case counts,,,,,,,,
78,How many influenza positive viruses will FluNet record for Iran (Islamic Republic of) between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:33Z,2017-12-18T04:59:33Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:58Z,2017-12-27T14:27:18Z,TRUE,2017-11-07T23:33:05Z,[],[],228,Less than 7,0.2,0,2017-12-27T14:27:58Z,1048,0,2017-12-27T14:27:18Z,2017-11-07T23:33:05Z,,,,Data-Driven (R Script),Iran,N/A - Not Country-specific,Flu case counts,,,,,,,,
78,How many influenza positive viruses will FluNet record for Iran (Islamic Republic of) between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:33Z,2017-12-18T04:59:33Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:58Z,2017-12-27T14:27:18Z,TRUE,2017-11-07T23:33:05Z,[],[],229,"Between 7 and 18, inclusive",0.2,1,2017-12-27T14:27:58Z,1048,0,2017-12-27T14:27:18Z,2017-11-07T23:33:05Z,,,,Data-Driven (R Script),Iran,N/A - Not Country-specific,Flu case counts,,,,,,,,
78,How many influenza positive viruses will FluNet record for Iran (Islamic Republic of) between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:33Z,2017-12-18T04:59:33Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:58Z,2017-12-27T14:27:18Z,TRUE,2017-11-07T23:33:05Z,[],[],230,More than 18 but less than 41,0.2,2,2017-12-27T14:27:58Z,1048,1,2017-12-27T14:27:18Z,2017-11-07T23:33:05Z,,,,Data-Driven (R Script),Iran,N/A - Not Country-specific,Flu case counts,,,,,,,,
78,How many influenza positive viruses will FluNet record for Iran (Islamic Republic of) between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:33Z,2017-12-18T04:59:33Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:58Z,2017-12-27T14:27:18Z,TRUE,2017-11-07T23:33:05Z,[],[],231,"Between 41 and 108, inclusive",0.2,3,2017-12-27T14:27:58Z,1048,0,2017-12-27T14:27:18Z,2017-11-07T23:33:05Z,,,,Data-Driven (R Script),Iran,N/A - Not Country-specific,Flu case counts,,,,,,,,
78,How many influenza positive viruses will FluNet record for Iran (Islamic Republic of) between 27 November 2017 and 3 December 2017 (epidemiological week 48)?,1048,2017-11-30T17:00:33Z,2017-12-18T04:59:33Z,"FluNet (http://www.who.int/influenza/gisrs_laboratory/flunet/en/) is the World Health Organization's global web-based tool for influenza virological surveillance. Relevant data can be accessed via FluNet functions, 'Download influenza laboratory surveillance data from any week' at: http://apps.who.int/flumart/Default?ReportNo=12. Select by: 'Country, area or territory'; Filter by: the country of interest; set the time period to cover the epidemiological-week(s) of interest; and then click 'Display report.' This question will be resolved using the value or sum of values reported in 'Total number of influenza positive viruses' or 'ALL_INF' for all reporting weeks within the period of interest. Question will be suspended on the last day of the period of interest and resolved when data for the period of interest is released.",archived,2017-11-29T17:00:39Z,2017-12-27T14:27:58Z,2017-12-27T14:27:18Z,TRUE,2017-11-07T23:33:05Z,[],[],232,More than 108,0.2,4,2017-12-27T14:27:58Z,1048,0,2017-12-27T14:27:18Z,2017-11-07T23:33:05Z,,,,Data-Driven (R Script),Iran,N/A - Not Country-specific,Flu case counts,,,,,,,,
89,What will be the short-term interest rate for Mexico (MEX) in December 2017?,1048,2017-11-30T17:00:17Z,2018-01-01T04:59:17Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:14:37Z,2018-01-12T16:14:23Z,TRUE,2017-11-08T17:47:55Z,[],[],243,Less than 7.3,0.3333,0,2018-01-12T16:14:38Z,1043,0,2018-01-12T16:14:23Z,2017-11-08T17:47:55Z,,,,Data-Driven (R Script),Mexico,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
89,What will be the short-term interest rate for Mexico (MEX) in December 2017?,1048,2017-11-30T17:00:17Z,2018-01-01T04:59:17Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:14:37Z,2018-01-12T16:14:23Z,TRUE,2017-11-08T17:47:55Z,[],[],244,"Between 7.3 and 7.5, inclusive",0.3333,1,2018-01-12T16:14:38Z,1043,0,2018-01-12T16:14:23Z,2017-11-08T17:47:55Z,,,,Data-Driven (R Script),Mexico,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
89,What will be the short-term interest rate for Mexico (MEX) in December 2017?,1048,2017-11-30T17:00:17Z,2018-01-01T04:59:17Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:14:37Z,2018-01-12T16:14:23Z,TRUE,2017-11-08T17:47:55Z,[],[],245,More than 7.5,0.3333,2,2018-01-12T16:14:38Z,1043,1,2018-01-12T16:14:23Z,2017-11-08T17:47:55Z,,,,Data-Driven (R Script),Mexico,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
90,What will be the short-term interest rate for Hungary (HUN) in December 2017?,1048,2017-11-30T17:00:21Z,2018-01-01T04:59:21Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:13:57Z,2018-01-12T16:13:32Z,TRUE,2017-11-08T18:04:10Z,[],[],246,Less than 0.02,0.3333,0,2018-01-12T16:13:57Z,1043,0,2018-01-12T16:13:32Z,2017-11-08T18:04:10Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
90,What will be the short-term interest rate for Hungary (HUN) in December 2017?,1048,2017-11-30T17:00:21Z,2018-01-01T04:59:21Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:13:57Z,2018-01-12T16:13:32Z,TRUE,2017-11-08T18:04:10Z,[],[],247,"Between 0.02 and 0.30, inclusive",0.3333,1,2018-01-12T16:13:57Z,1043,1,2018-01-12T16:13:32Z,2017-11-08T18:04:10Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
90,What will be the short-term interest rate for Hungary (HUN) in December 2017?,1048,2017-11-30T17:00:21Z,2018-01-01T04:59:21Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:13:57Z,2018-01-12T16:13:32Z,TRUE,2017-11-08T18:04:10Z,[],[],248,More than 0.30,0.3333,2,2018-01-12T16:13:57Z,1043,0,2018-01-12T16:13:32Z,2017-11-08T18:04:10Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
91,What will be the short-term interest rate for Sweden (SWE) in December 2017?,1048,2017-11-30T17:00:34Z,2018-01-01T04:59:34Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:10:01Z,2018-01-12T16:09:33Z,TRUE,2017-11-08T18:12:24Z,[],[],249,Less than -0.73,0.3333,0,2018-01-12T16:10:01Z,1043,1,2018-01-12T16:09:33Z,2017-11-08T18:12:24Z,,,,Data-Driven (R Script),Sweden,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
91,What will be the short-term interest rate for Sweden (SWE) in December 2017?,1048,2017-11-30T17:00:34Z,2018-01-01T04:59:34Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:10:01Z,2018-01-12T16:09:33Z,TRUE,2017-11-08T18:12:24Z,[],[],250,"Between -0.73 and -0.68, inclusive",0.3333,1,2018-01-12T16:10:01Z,1043,0,2018-01-12T16:09:33Z,2017-11-08T18:12:24Z,,,,Data-Driven (R Script),Sweden,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
91,What will be the short-term interest rate for Sweden (SWE) in December 2017?,1048,2017-11-30T17:00:34Z,2018-01-01T04:59:34Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/short-term-interest-rates.htm). Data is retrievable on the 'Short-term interest rates' table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be resolved when the data is released, likely the month after the period of interest.",archived,2017-11-29T17:00:39Z,2018-01-12T16:10:01Z,2018-01-12T16:09:33Z,TRUE,2017-11-08T18:12:24Z,[],[],251,More than -0.68,0.3333,2,2018-01-12T16:10:01Z,1043,0,2018-01-12T16:09:33Z,2017-11-08T18:12:24Z,,,,Data-Driven (R Script),Sweden,N/A - Not Country-specific,Interest rate (short-term),,,,,,,,
92,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Burundi (BDI) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:13Z,2017-12-14T04:59:13Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:06:32Z,[],[],252,Yes,0.5,0,,,,,2017-11-08T19:06:32Z,,,,Data-Driven (R Script),Burundi,N/A - Not Country-specific,PITF atrocities with non-state perpetrator,,,,,,,,
93,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Cameroon (CMR) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:58Z,2017-12-14T04:59:58Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:09:38Z,[],[],253,Yes,0.5,0,,,,,2017-11-08T19:09:38Z,,,,Data-Driven (R Script),Cameroon,N/A - Not Country-specific,PITF atrocities with non-state perpetrator,,,,,,,,
94,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Venezuela (VEN) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:53Z,2017-12-14T04:59:53Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:11:28Z,[],[],254,Yes,0.5,0,,,,,2017-11-08T19:11:28Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,PITF atrocities with non-state perpetrator,,,,,,,,
95,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Turkey (TUR) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:38Z,2017-12-14T04:59:38Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:13:59Z,[],[],255,Yes,0.5,0,,,,,2017-11-08T19:13:59Z,,,,Data-Driven (R Script),Turkey,N/A - Not Country-specific,PITF atrocities with non-state perpetrator,,,,,,,,
96,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Libya (LBY) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:16Z,2017-12-14T04:59:16Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:15:17Z,[],[],256,Yes,0.5,0,,,,,2017-11-08T19:15:17Z,,,,Data-Driven (R Script),Libya,N/A - Not Country-specific,PITF atrocities with non-state perpetrator,,,,,,,,
97,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a state actor in Philippines (PHL) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:35Z,2017-12-14T04:59:35Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: 'State Perpetrator'; 'Transnational, State'; or 'Multiple Perpetrators (State and Non-State)'. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:19:29Z,[],[],257,Yes,0.5,0,,,,,2017-11-08T19:19:29Z,,,,Data-Driven (R Script),Philippines,N/A - Not Country-specific,PITF atrocities with state perpetrator,,,,,,,,
98,Will the PITF Worldwide Atrocities Dataset record an event perpetrated by a state actor in Niger (NER) that starts between 29 November 2017 and 13 December 2017?,1053,2017-11-29T17:00:31Z,2017-12-14T04:59:31Z,"The question will resolve as ""yes"" if the Political Instability Task Force (PITF) Worldwide Atrocities Dataset (http://eventdata.parusanalytics.com/data.dir/atrocities.html) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: 'State Perpetrator'; 'Transnational, State'; or 'Multiple Perpetrators (State and Non-State)'. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which covers the period of interest. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question.",archived,,,,FALSE,2017-11-08T19:21:23Z,[],[],258,Yes,0.5,0,,,,,2017-11-08T19:21:23Z,,,,Data-Driven (R Script),Niger,N/A - Not Country-specific,PITF atrocities with state perpetrator,,,,,,,,
